url,title,channel,views,duration,duration_mins,title_length,word_count_title,has_music_keyword,log_views,log_views_scaled,duration_mins_scaled
https://www.youtube.com/watch?v=ko70cExuzZM,Taylor Swift - The Fate of Ophelia (Official Music Video),Taylor Swift,77044210.0,3:59,3.983333333333333,57,10,1,18.15988998387727,1.7818657889804688,-0.607120947077986
https://www.youtube.com/watch?v=hwUixddbmrQ,Morgan Wallen - I Got Better (Official Music Video),Morgan Wallen,5255556.0,3:33,3.55,51,9,1,15.474796550967342,0.8859177468220871,-0.6404227950957571
https://www.youtube.com/watch?v=s3a4OQR-10M,Tame Impala - Loser (Official Video),Tame Impala,8501824.0,4:28,4.466666666666667,36,6,1,15.955791404296889,1.0464136133148347,-0.5699765781350875
https://www.youtube.com/watch?v=YcpMVsvK8pk,Madison Beer - bittersweet (Official Music Video),Madison Beer,1236591.0,4:29,4.483333333333333,49,7,1,14.02786976673423,0.40311472641647783,-0.5686957378267117
https://www.youtube.com/watch?v=09R8_2nJtjg,Maroon 5 - Sugar (Official Music Video),Maroon 5,4300815650.0,5:02,5.033333333333333,39,7,1,22.18207052793683,3.1239661194528727,-0.52642800765031
https://www.youtube.com/watch?v=h7CtgVHNP0E,Welcome to Your Wake - Harp Twins (Official Music Video),Harp Twins,2544.0,3:36,3.6,56,10,1,7.841885928984623,-1.6609922578417011,-0.6365802741706296
https://www.youtube.com/watch?v=iFmNWm60bjA,Madison Beer - yes baby (Official Music Video),Madison Beer,3516004.0,3:15,3.25,46,8,1,15.072835959856729,0.7517936227911075,-0.6634779206465216
https://www.youtube.com/watch?v=QyvREl7epGY,Justin Bieber - DAISIES (Music Video),rauhlren,4179394.0,2:58,2.966666666666667,37,6,1,15.245677057183446,0.8094663431725935,-0.6852522058889103
https://www.youtube.com/watch?v=qB7kLilZWwg,Latto - Somebody (Official Video),Latto,19332979.0,3:18,3.3,33,5,1,16.77732300381351,1.3205380140290692,-0.6596353997213942
https://www.youtube.com/watch?v=ekr2nIex040,ROSÉ & Bruno Mars - APT. (Official Music Video),ROSÉ and Bruno Mars,2080432473.0,2:54,2.9,47,9,1,21.455841629239536,2.8816418293660537,-0.6903755671224135
https://www.youtube.com/watch?v=V9PVRfjEBTI,Billie Eilish - BIRDS OF A FEATHER (Official Music Video),Billie Eilish,593650691.0,3:51,3.85,57,10,1,20.201801643745405,2.4632002749601956,-0.6173676695449924
https://www.youtube.com/watch?v=S1lfgz6RbOU,Eminem ft. Billie Eilish - One Last Goodbye [Music Video 2025],Rearview and Forever Stan,2838732.0,5:41,5.683333333333334,62,11,1,14.858868383832675,0.6803980324274718,-0.4764752356236534
https://www.youtube.com/watch?v=xkWQM3flsiY,Reneé Rapp - Mad (Official Music Video),Reneé Rapp,2277789.0,3:01,3.0166666666666666,39,7,1,14.63871623261168,0.6069388051075324,-0.6814096849637828
https://www.youtube.com/watch?v=E_0y8bmIATM,Cardi B - Safe (feat. Kehlani) [Official Music Video],Cardi B,17908276.0,3:27,3.45,53,9,1,16.700773566170653,1.2949953949366246,-0.6481078369460117
https://www.youtube.com/watch?v=co-TFLbaZAE,“Gabriela” Performance Video | KATSEYE,KATSEYE,107972950.0,3:18,3.3,38,5,1,18.497391300016023,1.89448147665607,-0.6596353997213942
https://www.youtube.com/watch?v=aSugSGCC12I,Sabrina Carpenter - Manchild (Official Video),Sabrina Carpenter,91399758.0,3:57,3.95,45,6,1,18.330753399659415,1.8388786068475187,-0.6096826276947376
https://www.youtube.com/watch?v=70E1B_5bimY,Don Toliver - FWU [Official Music Video],Don Toliver,8055061.0,1:59,1.9833333333333332,40,7,1,15.901811271646148,1.0284018027867117,-0.7608217840830831
https://www.youtube.com/watch?v=aJOTlE1K90k,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),Maroon 5,3912099806.0,4:31,4.516666666666667,60,12,1,22.08734010183034,3.0923569624817655,-0.56613405720996
https://www.youtube.com/watch?v=vfqohgz5VmQ,MOLIY ft. Tyla – “Body Go” (Official Music Video),MOLIY and Tyla,127128.0,3:19,3.3166666666666664,49,9,1,11.752957597949257,-0.3559661602014245,-0.6583545594130183
https://www.youtube.com/watch?v=GodmYPfMaio,"Ayra Starr, Rema - Who’s Dat Girl (Official Music Video)",Ayra Starr,2795281.0,3:34,3.5666666666666664,56,10,1,14.843443553936217,0.6752511552361701,-0.6391419547873812
https://www.youtube.com/watch?v=u9Dg-g7t2l4,Disturbed  - The Sound Of Silence (Official Music Video) [4K UPGRADE],Disturbed,1131121482.0,4:23,4.383333333333334,69,11,1,20.846475440336892,2.678311681813921,-0.5763807796769665
https://www.youtube.com/watch?v=0DQup4hd1_o,Kid Rock - Only God Knows Why [Official Music Video],Kid Rock,320445295.0,5:28,5.466666666666667,52,10,1,19.585222136449612,2.2574632247608046,-0.4931261596325389
https://www.youtube.com/watch?v=fLexgOxsZu0,Bruno Mars - The Lazy Song (Official Music Video),Bruno Mars,3098007295.0,3:20,3.333333333333333,49,9,1,21.8540249340061,3.0145055680923205,-0.6570737191046424
https://www.youtube.com/watch?v=WXBHCQYxwr0,Ava Max - Sweet but Psycho [Official Music Video],Ava Max,1007348455.0,3:28,3.466666666666667,49,9,1,20.730587424590617,2.6396427701310334,-0.646826996637636
https://www.youtube.com/watch?v=KFMYx1TibeQ,Kehlani - Folded [Official Music Video],Kehlani,30531405.0,4:06,4.1,39,6,1,17.23426641671321,1.4730085206963095,-0.5981550649193553
https://www.youtube.com/watch?v=kiB9qk4gnt4,Kodak Black - Super Gremlin [Official Music Video],Kodak Black,380629707.0,3:18,3.3,50,8,1,19.75733756548166,2.314893807911646,-0.6596353997213942
https://www.youtube.com/watch?v=cNlKDXzDOjo,Little Us - “Red Handed” (Official Music Video),Little Us,104.0,4:33,4.55,47,8,1,4.653960350157523,-2.7247227209568656,-0.5635723765932085
https://www.youtube.com/watch?v=vJwKKKd2ZYE,Bobby Shmurda - Hot N*gga (Official Music Video),Bobby Shmurda,966769090.0,3:19,3.3166666666666664,48,8,1,20.689470235864665,2.6259229999783242,-0.6583545594130183
https://www.youtube.com/watch?v=xwe8F_AhLY0,Mason Ramsey - Twang [Official Music Video],Mason Ramsey,103899164.0,3:24,3.4,43,7,1,18.458931419463536,1.8816483833043414,-0.6519503578711392
https://www.youtube.com/watch?v=C-u5WLJ9Yk4,Britney Spears - ...Baby One More Time (Official Video),Britney Spears,1111218415.0,3:57,3.95,55,9,1,20.828722922341232,2.6723881137374255,-0.6096826276947376
https://www.youtube.com/watch?v=_hkoMopfRJU,Offset & JID - Bodies (Official Music Video),OFFSETYRN,8291209.0,3:25,3.4166666666666665,44,8,1,15.930706475447233,1.0380434044367863,-0.6506695175627635
https://www.youtube.com/watch?v=n2MtEsrcTTs,Neil Young - Harvest Moon [Official Music Video],neilyoungchannel,126929207.0,5:05,5.083333333333333,48,8,1,18.65914007168524,1.9484529673767874,-0.5225854867251826
https://www.youtube.com/watch?v=KlhuSz0HbcE,Don Toliver - Tiramisu [Official Music Video],Don Toliver,9558690.0,2:24,2.4,45,7,1,16.072961350966352,1.085510273055475,-0.7288007763736878
https://www.youtube.com/watch?v=pD8mxge6kek,Usher - Hey Daddy (Daddy's Home) (Official Music Video),Usher,204073255.0,3:48,3.8,55,9,1,19.133989585387436,2.106898288834476,-0.6212101904701199
https://www.youtube.com/watch?v=GeZZr_p6vB8,Nelly - Hot In Herre (Official Music Video),Nelly,217098105.0,4:05,4.083333333333333,43,8,1,19.195859910720184,2.1275428579098636,-0.5994359052277312
https://www.youtube.com/watch?v=tHYzj0GCoPU,Release | The Church Choir | Official Video,John P. Kee,4490434.0,6:41,6.683333333333334,43,8,1,15.317460136985593,0.8334185487161948,-0.39962481712110487
https://www.youtube.com/watch?v=5UiBYmlyYzc,"More Things To Do Before Releasing A Song (ASCAP, BMI, SoundScan, BDS, MediaBase)","Jimmy, Make Music",70472.0,8:07,8.116666666666667,81,13,0,11.162984936721875,-0.5528251760833401,-0.28947255060078525
https://www.youtube.com/watch?v=qC3ef2cLDd0,How To Release A Single In 2025 (The 25 Day Plan),Damian Keyes,44329.0,1:27:48,1.45,49,11,0,10.6994169277391,-0.7075061435926407,-0.801808673951109
https://www.youtube.com/watch?v=LLjFoIOyCfw,Pearl Jam - Release (Official Audio),Pearl Jam,2245369.0,9:08,9.133333333333333,36,6,1,14.624380876269125,0.6021554577977759,-0.21134129178986094
https://www.youtube.com/watch?v=RuiS6CaM3ks,"Release (Live At Haven Of Rest Missionary Baptist Church, Chicago, IL/2020)",RICKYDILLARDTV,2092129.0,7:37,7.616666666666667,75,11,0,14.553693243727643,0.5785687754111909,-0.3278977598520595
https://www.youtube.com/watch?v=zs9IFl-Uayg,"I released 200 songs, here's what I learned",Jordan Baywood,163385.0,16:56,16.933333333333334,43,8,0,12.003870778422792,-0.27224275227763856,0.38809197253001776
https://www.youtube.com/watch?v=GI7Z03RLgnk,The Best Way To Release Music In 2025 // MUSIC MARKETING,Musformation // Jesse Cannon,97222.0,21:05,21.08333333333333,56,11,1,11.484762587971533,-0.44545607930855224,0.7070212093155939
https://www.youtube.com/watch?v=70K1PPi9S4c,What you NEED to Do When You Release a Song! (Release Day Strategy),Pat Cc:,91834.0,7:34,7.566666666666666,67,13,0,11.427748767562635,-0.4644801550242203,-0.331740280777187
https://www.youtube.com/watch?v=Tr7jJ7xxkFQ,Chris Brown_Flames of  Freedom(new song release),heels kenya,38.0,3:35,3.583333333333333,48,6,0,3.6635616461296463,-3.0551938207533182,-0.6378611144790053
https://www.youtube.com/watch?v=Py7xkgaJZAw,How to ACTUALLY Release Music as an Independent Artists,Philip Davidson,69712.0,10:16,10.266666666666667,55,9,1,11.152142092986953,-0.5564431599108915,-0.12424415082030583
https://www.youtube.com/watch?v=vy4LVCFhD28,"R  Kelly - President Trump, Please Release Me | New Song From Jail",Boombox pulse,1134935.0,4:58,4.966666666666667,66,13,0,13.942086819642597,0.37449111780929706,-0.5315513688838132
https://www.youtube.com/watch?v=mRNlIiZX4Hs,"How To Release Your Own Music AND ACTUALLY GET STREAMS! (Distribution, Registration, Marketing, etc)",Make Pop Music,197195.0,24:20,24.33333333333333,100,14,1,12.19195343696929,-0.2094843068457951,0.9567850694488766
https://www.youtube.com/watch?v=2Y6LLKB84hI,How To Release Music For Beginners: 0 - 10k,Damian Keyes,55158.0,12:21,12.35,43,9,1,10.917975202663861,-0.6345787526436635,0.03586088772667022
https://www.youtube.com/watch?v=PRA1NRSqey0,My Song Release Checklist for 2025,Two Story Media,845.0,9:33,9.55,34,6,0,6.740519359606223,-2.028490539070551,-0.17932028408046563
https://www.youtube.com/watch?v=NW6Dgax2d6I,Sahiba (Music Video) Jasleen Royal |Vijay Deverakonda Radhikka Madan|Stebin| Priya|Aditya| Sudhanshu,Jasleen Royal,184869478.0,4:20,4.333333333333333,100,11,1,19.03516061512809,2.0739215509202085,-0.5802233006020939
https://www.youtube.com/watch?v=qJaC7gWynX4,10 Things To Do Before Your Song Release,Indie Amplify,4930.0,3:51,3.85,40,8,0,8.503297086224126,-1.4402960153469913,-0.6173676695449924
https://www.youtube.com/watch?v=qGh-Qvv8hIM,5 Hard Truths About Releasing Music in 2025,simpl. music marketing,4900.0,11:11,11.183333333333334,43,8,1,8.497194544909547,-1.4423322796631506,-0.053797933859636375
https://www.youtube.com/watch?v=6HdIEfWC0xA,I Release Control,Alexa Sunshine Rose,2734726.0,7:05,7.083333333333333,17,3,0,14.821542171671508,0.6679432156612845,-0.36888464972008544
https://www.youtube.com/watch?v=d3kIKmGzQBU,Release the list (The song),Andre Antunes,113488.0,3:42,3.7,27,5,0,11.639461194907346,-0.39383705096860977,-0.6288952323203746
https://www.youtube.com/watch?v=SbE0C_RI0K4,"30 Seconds To Mars ""The Kill"" (Acoustic Cover)",Nate Vickers,4590071.0,4:13,4.216666666666667,46,8,0,15.33940626818821,0.8407414198844528,-0.5891891827607246
https://www.youtube.com/watch?v=MFfhBuiTNTA,Acoustic Covers Of Popular Songs /Boyce Avenue ft. Jennel Garcia cover / Acoustic playlist 2025,Acoustic Songs,196634.0,1:10:50,1.1666666666666667,95,15,0,12.189104497300018,-0.21043492624980806,-0.8235829591934978
https://www.youtube.com/watch?v=HkwfkhIfmF4,"Boyce Avenue Acoustic Cover Collabs Greatest Hits Duets (Bea Miller, Megan Nicole, Sarah Hyland)",Boyce Avenue,7015335.0,1:06:11,1.1,96,14,0,15.763609167734451,0.9822872419657632,-0.828706320427001
https://www.youtube.com/watch?v=sg9OsWVUIls,Acoustic Covers Of Popular Songs 100 Hits,PMB Music,2312889.0,3:57:32,3.95,41,7,0,14.654008382797782,0.6120414104216358,-0.6096826276947376
https://www.youtube.com/watch?v=OYgfAq6ttYc,Time After Time (Acoustic Cover),Megan Davies,34961274.0,3:43,3.716666666666667,32,5,0,17.369751578338303,1.5182165063148807,-0.6276143920119989
